Municipio,Lema,Departamento,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,DifVotos,Habilitados,Share_2024,Share_2019,VariacionShare
Rural - Cuchilla Del Rincón,Partido Nacional,Durazno,36,38,63,68,-2,82.0,0.5714285714285714,0.5588235294117647,0.012605042016806678
Rural - Cuchilla Santo Domin,Partido Colorado,Florida,8,4,20,24,4,42.0,0.4,0.16666666666666666,0.23333333333333336
Rural - Cuchilla Santo Domin,Partido Frente Amplio,Florida,2,3,20,24,-1,42.0,0.1,0.125,-0.024999999999999994
Rural - Cuchilla Santo Domin,Partido Nacional,Florida,10,17,20,24,-7,42.0,0.5,0.7083333333333334,-0.20833333333333337
Rural - Cufré,PERI,Colonia,2,4,636,649,-2,714.0,0.0031446540880503146,0.0061633281972265025,-0.003018674109176188
Rural - Cufré,Partido Asamblea Popular,Colonia,1,1,636,649,0,714.0,0.0015723270440251573,0.0015408320493066256,3.1494994718531686e-05
Rural - Cufré,Partido Cabildo Abierto,Colonia,11,86,636,649,-75,714.0,0.01729559748427673,0.1325115562403698,-0.11521595875609308
Rural - Cufré,Partido Colorado,Colonia,118,112,636,649,6,714.0,0.18553459119496854,0.17257318952234207,0.012961401672626466
Rural - Cufré,Partido Frente Amplio,Colonia,80,93,636,649,-13,714.0,0.12578616352201258,0.14329738058551617,-0.017511217063503587
Rural - Cufré,Partido Independiente,Colonia,5,3,636,649,2,714.0,0.007861635220125786,0.004622496147919877,0.003239139072205909
Rural - Cufré,Partido Nacional,Colonia,413,348,636,649,65,714.0,0.64937106918239,0.5362095531587057,0.1131615160236843
Rural - Cufré,Partido VA/IS (G.Salle),Colonia,6,2,636,649,4,714.0,0.009433962264150943,0.0030816640986132513,0.006352298165537692
Rural - Curticeiras,Partido Asamblea Popular,Rivera,1,1,376,381,0,461.0,0.0026595744680851063,0.0026246719160104987,3.490255207460767e-05
Rural - Curticeiras,Partido Cabildo Abierto,Rivera,31,103,376,381,-72,461.0,0.08244680851063829,0.27034120734908135,-0.18789439883844306
Rural - Curticeiras,Partido Colorado,Rivera,148,94,376,381,54,461.0,0.39361702127659576,0.24671916010498687,0.14689786117160888
Rural - Curticeiras,Partido Frente Amplio,Rivera,57,32,376,381,25,461.0,0.15159574468085107,0.08398950131233596,0.06760624336851512
Rural - Curticeiras,Partido Independiente,Rivera,4,1,376,381,3,461.0,0.010638297872340425,0.0026246719160104987,0.008013625956329927
Rural - Curticeiras,Partido Nacional,Rivera,135,150,376,381,-15,461.0,0.35904255319148937,0.3937007874015748,-0.03465823421008546
Rural - Curtina,PERI,Tacuarembó,1,4,868,907,-3,1121.0,0.001152073732718894,0.004410143329658214,-0.0032580695969393197
Rural - Curtina,Partido Asamblea Popular,Tacuarembó,3,4,868,907,-1,1121.0,0.0034562211981566822,0.004410143329658214,-0.0009539221315015317
Rural - Curtina,Partido Cabildo Abierto,Tacuarembó,19,106,868,907,-87,1121.0,0.021889400921658985,0.11686879823594266,-0.09497939731428368
Rural - Curtina,Partido Colorado,Tacuarembó,194,143,868,907,51,1121.0,0.22350230414746544,0.15766262403528114,0.0658396801121843
Rural - Curtina,Partido Frente Amplio,Tacuarembó,332,211,868,907,121,1121.0,0.3824884792626728,0.2326350606394708,0.14985341862320203
Rural - Curtina,Partido Independiente,Tacuarembó,7,7,868,907,0,1121.0,0.008064516129032258,0.007717750826901874,0.0003467653021303838
Rural - Curtina,Partido Nacional,Tacuarembó,312,432,868,907,-120,1121.0,0.35944700460829493,0.4762954796030871,-0.11684847499479217
Rural - Diego Lamas,Partido Cabildo Abierto,Artigas,6,3,25,32,3,40.0,0.24,0.09375,0.14625
Rural - Diego Lamas,Partido Colorado,Artigas,5,6,25,32,-1,40.0,0.2,0.1875,0.012500000000000011
Rural - Diego Lamas,Partido Frente Amplio,Artigas,5,8,25,32,-3,40.0,0.2,0.25,-0.04999999999999999
Rural - Diego Lamas,Partido Nacional,Artigas,9,15,25,32,-6,40.0,0.36,0.46875,-0.10875000000000001
Rural - Egaña,PERI,Soriano,8,3,705,690,5,870.0,0.011347517730496455,0.004347826086956522,0.006999691643539933
Rural - Egaña,Partido Asamblea Popular,Soriano,1,4,705,690,-3,870.0,0.0014184397163120568,0.005797101449275362,-0.004378661732963305
Rural - Egaña,Partido Cabildo Abierto,Soriano,10,74,705,690,-64,870.0,0.014184397163120567,0.1072463768115942,-0.09306197964847363
Rural - Egaña,Partido Colorado,Soriano,200,159,705,690,41,870.0,0.28368794326241137,0.23043478260869565,0.053253160653715714
Rural - Egaña,Partido Frente Amplio,Soriano,195,124,705,690,71,870.0,0.2765957446808511,0.17971014492753623,0.09688559975331484
Rural - Egaña,Partido Independiente,Soriano,1,3,705,690,-2,870.0,0.0014184397163120568,0.004347826086956522,-0.0029293863706444647
Rural - Egaña,Partido Nacional,Soriano,278,322,705,690,-44,870.0,0.3943262411347518,0.4666666666666667,-0.07234042553191489
Rural - Egaña,Partido VA/IS (G.Salle),Soriano,12,1,705,690,11,870.0,0.01702127659574468,0.0014492753623188406,0.01557200123342584
Rural - Ejido De Mercedes,PERI,Soriano,8,8,503,479,0,665.0,0.015904572564612324,0.016701461377870562,-0.0007968888132582376
Rural - Ejido De Mercedes,Partido Asamblea Popular,Soriano,1,3,503,479,-2,665.0,0.0019880715705765406,0.006263048016701462,-0.0042749764461249215
Rural - Ejido De Mercedes,Partido Cabildo Abierto,Soriano,15,76,503,479,-61,665.0,0.02982107355864811,0.15866388308977036,-0.12884280953112226
Rural - Ejido De Mercedes,Partido Colorado,Soriano,113,70,503,479,43,665.0,0.22465208747514911,0.14613778705636743,0.07851430041878169
Rural - Ejido De Mercedes,Partido Frente Amplio,Soriano,140,111,503,479,29,665.0,0.2783300198807157,0.23173277661795408,0.04659724326276163
Rural - Ejido De Mercedes,Partido Nacional,Soriano,208,206,503,479,2,665.0,0.4135188866799205,0.430062630480167,-0.016543743800246535
Rural - Ejido De Mercedes,Partido VA/IS (G.Salle),Soriano,18,5,503,479,13,665.0,0.03578528827037773,0.010438413361169102,0.02534687490920863
Rural - El Cordobés,Partido Colorado,Cerro Largo,2,1,13,6,1,28.0,0.15384615384615385,0.16666666666666666,-0.012820512820512803
Rural - El Cordobés,Partido Nacional,Cerro Largo,11,5,13,6,6,28.0,0.8461538461538461,0.8333333333333334,0.012820512820512775
Rural - El Cuadro,PERI,Colonia,1,1,131,145,0,170.0,0.007633587786259542,0.006896551724137931,0.0007370360621216107
Rural - El Cuadro,Partido Asamblea Popular,Colonia,1,3,131,145,-2,170.0,0.007633587786259542,0.020689655172413793,-0.013056067386154252
Rural - El Cuadro,Partido Cabildo Abierto,Colonia,2,13,131,145,-11,170.0,0.015267175572519083,0.0896551724137931,-0.07438799684127402
Rural - El Cuadro,Partido Colorado,Colonia,23,32,131,145,-9,170.0,0.17557251908396945,0.2206896551724138,-0.04511713608844434
Rural - El Cuadro,Partido Frente Amplio,Colonia,15,15,131,145,0,170.0,0.11450381679389313,0.10344827586206896,0.011055540931824162
Rural - El Cuadro,Partido Nacional,Colonia,81,78,131,145,3,170.0,0.6183206106870229,0.5379310344827586,0.08038957620426435
Rural - El Cuadro,Partido VA/IS (G.Salle),Colonia,8,3,131,145,5,170.0,0.061068702290076333,0.020689655172413793,0.04037904711766254
Rural - El Oro,Partido Cabildo Abierto,Treinta y Tres,4,65,112,140,-61,148.0,0.03571428571428571,0.4642857142857143,-0.4285714285714286
Rural - El Oro,Partido Colorado,Treinta y Tres,19,9,112,140,10,148.0,0.16964285714285715,0.06428571428571428,0.10535714285714287
Rural - El Oro,Partido Frente Amplio,Treinta y Tres,27,15,112,140,12,148.0,0.24107142857142858,0.10714285714285714,0.13392857142857145
Rural - El Oro,Partido Nacional,Treinta y Tres,62,51,112,140,11,148.0,0.5535714285714286,0.36428571428571427,0.18928571428571433
Rural - Estación Ataques,Partido Cabildo Abierto,Rivera,1,32,137,152,-31,185.0,0.0072992700729927005,0.21052631578947367,-0.20322704571648098
Rural - Estación Ataques,Partido Colorado,Rivera,43,32,137,152,11,185.0,0.31386861313868614,0.21052631578947367,0.10334229734921246
Rural - Estación Ataques,Partido Frente Amplio,Rivera,23,17,137,152,6,185.0,0.1678832116788321,0.1118421052631579,0.05604110641567421
Rural - Estación Ataques,Partido Independiente,Rivera,1,1,137,152,0,185.0,0.0072992700729927005,0.006578947368421052,0.0007203227045716482
Rural - Estación Ataques,Partido Nacional,Rivera,66,69,137,152,-3,185.0,0.48175182481751827,0.45394736842105265,0.027804456396465616
Rural - Estación Ataques,Partido VA/IS (G.Salle),Rivera,3,1,137,152,2,185.0,0.021897810218978103,0.006578947368421052,0.015318862850557051
Rural - Estación Cuaro,Partido Cabildo Abierto,Artigas,4,8,69,80,-4,130.0,0.057971014492753624,0.1,-0.04202898550724638
Rural - Estación Cuaro,Partido Colorado,Artigas,6,6,69,80,0,130.0,0.08695652173913043,0.075,0.011956521739130435
Rural - Estación Cuaro,Partido Frente Amplio,Artigas,10,12,69,80,-2,130.0,0.14492753623188406,0.15,-0.005072463768115931
Rural - Estación Cuaro,Partido Nacional,Artigas,49,54,69,80,-5,130.0,0.7101449275362319,0.675,0.035144927536231885
Rural - Estación Gallinal ,Partido Colorado,Florida,2,6,14,17,-4,21.0,0.14285714285714285,0.35294117647058826,-0.2100840336134454
Rural - Estación Gallinal ,Partido Frente Amplio,Florida,1,4,14,17,-3,21.0,0.07142857142857142,0.23529411764705882,-0.1638655462184874
Rural - Estación Gallinal ,Partido Nacional,Florida,11,7,14,17,4,21.0,0.7857142857142857,0.4117647058823529,0.3739495798319328
Rural - Estación González,PERI,San José,1,3,398,418,-2,487.0,0.002512562814070352,0.007177033492822967,-0.004664470678752615
Rural - Estación González,Partido Asamblea Popular,San José,1,3,398,418,-2,487.0,0.002512562814070352,0.007177033492822967,-0.004664470678752615
Rural - Estación González,Partido Cabildo Abierto,San José,7,43,398,418,-36,487.0,0.017587939698492462,0.10287081339712918,-0.08528287369863671
Rural - Estación González,Partido Colorado,San José,97,57,398,418,40,487.0,0.24371859296482412,0.13636363636363635,0.10735495660118777
Rural - Estación González,Partido Frente Amplio,San José,70,61,398,418,9,487.0,0.17587939698492464,0.145933014354067,0.029946382630857638
Rural - Estación González,Partido Independiente,San José,2,5,398,418,-3,487.0,0.005025125628140704,0.011961722488038277,-0.006936596859897574
Rural - Estación González,Partido Nacional,San José,220,246,398,418,-26,487.0,0.5527638190954773,0.5885167464114832,-0.03575292731600588
Rural - Estación Solis ,PERI,Lavalleja,1,2,267,311,-1,321.0,0.003745318352059925,0.006430868167202572,-0.002685549815142647
Rural - Estación Solis ,Partido Cabildo Abierto,Lavalleja,5,36,267,311,-31,321.0,0.018726591760299626,0.1157556270096463,-0.09702903524934667
Rural - Estación Solis ,Partido Colorado,Lavalleja,84,52,267,311,32,321.0,0.3146067415730337,0.16720257234726688,0.14740416922576682
Rural - Estación Solis ,Partido Frente Amplio,Lavalleja,19,20,267,311,-1,321.0,0.07116104868913857,0.06430868167202572,0.006852367017112851
Rural - Estación Solis ,Partido Independiente,Lavalleja,3,2,267,311,1,321.0,0.011235955056179775,0.006430868167202572,0.004805086888977203
Rural - Estación Solis ,Partido Nacional,Lavalleja,152,197,267,311,-45,321.0,0.5692883895131086,0.6334405144694534,-0.06415212495634481
Rural - Estación Solis ,Partido VA/IS (G.Salle),Lavalleja,3,2,267,311,1,321.0,0.011235955056179775,0.006430868167202572,0.004805086888977203
Rural - Fagina,PERI,San José,11,8,338,379,3,407.0,0.03254437869822485,0.021108179419525065,0.011436199278699787
Rural - Fagina,Partido Cabildo Abierto,San José,12,53,338,379,-41,407.0,0.03550295857988166,0.13984168865435356,-0.1043387300744719
Rural - Fagina,Partido Colorado,San José,88,65,338,379,23,407.0,0.2603550295857988,0.17150395778364116,0.08885107180215765
Rural - Fagina,Partido Frente Amplio,San José,68,69,338,379,-1,407.0,0.20118343195266272,0.1820580474934037,0.019125384459259015
Rural - Fagina,Partido Independiente,San José,2,2,338,379,0,407.0,0.005917159763313609,0.005277044854881266,0.000640114908432343
Rural - Fagina,Partido Nacional,San José,149,181,338,379,-32,407.0,0.4408284023668639,0.47757255936675463,-0.036744156999890754
Rural - Fagina,Partido VA/IS (G.Salle),San José,8,1,338,379,7,407.0,0.023668639053254437,0.002638522427440633,0.021030116625813805
Rural - Garzón Abajo,Partido Cabildo Abierto,Rocha,2,12,70,82,-10,107.0,0.02857142857142857,0.14634146341463414,-0.11777003484320557
Rural - Garzón Abajo,Partido Colorado,Rocha,5,16,70,82,-11,107.0,0.07142857142857142,0.1951219512195122,-0.12369337979094078
Rural - Garzón Abajo,Partido Frente Amplio,Rocha,18,12,70,82,6,107.0,0.2571428571428571,0.14634146341463414,0.11080139372822298
Rural - Garzón Abajo,Partido Nacional,Rocha,45,42,70,82,3,107.0,0.6428571428571429,0.5121951219512195,0.13066202090592338
Rural - Garzón Arriba,PERI,Rocha,1,2,280,257,-1,352.0,0.0035714285714285713,0.007782101167315175,-0.004210672595886604
Rural - Garzón Arriba,Partido Cabildo Abierto,Rocha,8,51,280,257,-43,352.0,0.02857142857142857,0.19844357976653695,-0.16987215119510837
Rural - Garzón Arriba,Partido Colorado,Rocha,46,10,280,257,36,352.0,0.16428571428571428,0.038910505836575876,0.1253752084491384
Rural - Garzón Arriba,Partido Frente Amplio,Rocha,129,106,280,257,23,352.0,0.4607142857142857,0.41245136186770426,0.04826292384658143
Rural - Garzón Arriba,Partido Independiente,Rocha,1,1,280,257,0,352.0,0.0035714285714285713,0.0038910505836575876,-0.0003196220122290163
Rural - Garzón Arriba,Partido Nacional,Rocha,95,87,280,257,8,352.0,0.3392857142857143,0.33852140077821014,0.0007643135075041663
Rural - Goñi,Partido Cabildo Abierto,Florida,2,33,177,195,-31,223.0,0.011299435028248588,0.16923076923076924,-0.15793133420252065
Rural - Goñi,Partido Colorado,Florida,40,24,177,195,16,223.0,0.22598870056497175,0.12307692307692308,0.10291177748804867
Rural - Goñi,Partido Frente Amplio,Florida,64,43,177,195,21,223.0,0.3615819209039548,0.2205128205128205,0.1410691003911343
Rural - Goñi,Partido Nacional,Florida,71,95,177,195,-24,223.0,0.4011299435028249,0.48717948717948717,-0.08604954367666229
Rural - Grecco,Partido Cabildo Abierto,Río Negro,5,20,211,214,-15,541.0,0.023696682464454975,0.09345794392523364,-0.06976126146077867
Rural - Grecco,Partido Colorado,Río Negro,74,67,211,214,7,541.0,0.35071090047393366,0.3130841121495327,0.03762678832440097
Rural - Grecco,Partido Frente Amplio,Río Negro,47,32,211,214,15,541.0,0.22274881516587677,0.14953271028037382,0.07321610488550295
Rural - Grecco,Partido Nacional,Río Negro,85,95,211,214,-10,541.0,0.4028436018957346,0.4439252336448598,-0.041081631749125214
Rural - Guarapirú,Partido Cabildo Abierto,Paysandú,3,10,123,132,-7,198.0,0.024390243902439025,0.07575757575757576,-0.051367331855136734
Rural - Guarapirú,Partido Colorado,Paysandú,19,39,123,132,-20,198.0,0.15447154471544716,0.29545454545454547,-0.1409830007390983
Rural - Guarapirú,Partido Frente Amplio,Paysandú,37,38,123,132,-1,198.0,0.3008130081300813,0.2878787878787879,0.012934220251293427
Rural - Guarapirú,Partido Nacional,Paysandú,64,45,123,132,19,198.0,0.5203252032520326,0.3409090909090909,0.1794161123429417
Rural - H. De Carpinteria,Partido Colorado,Durazno,10,15,36,42,-5,66.0,0.2777777777777778,0.35714285714285715,-0.07936507936507936
Rural - H. De Carpinteria,Partido Frente Amplio,Durazno,7,3,36,42,4,66.0,0.19444444444444445,0.07142857142857142,0.12301587301587302
Rural - H. De Carpinteria,Partido Nacional,Durazno,19,24,36,42,-5,66.0,0.5277777777777778,0.5714285714285714,-0.04365079365079361
Rural - Illescas ,Partido Cabildo Abierto,Lavalleja,1,7,37,34,-6,40.0,0.02702702702702703,0.20588235294117646,-0.17885532591414943
Rural - Illescas ,Partido Colorado,Lavalleja,9,3,37,34,6,40.0,0.24324324324324326,0.08823529411764706,0.15500794912559618
Rural - Illescas ,Partido Frente Amplio,Lavalleja,12,10,37,34,2,40.0,0.32432432432432434,0.29411764705882354,0.030206677265500803
Rural - Illescas ,Partido Nacional,Lavalleja,15,14,37,34,1,40.0,0.40540540540540543,0.4117647058823529,-0.006359300476947494
Rural - Independencia,PERI,Florida,1,1,369,354,0,422.0,0.0027100271002710027,0.002824858757062147,-0.00011483165679114418
Rural - Independencia,Partido Cabildo Abierto,Florida,1,13,369,354,-12,422.0,0.0027100271002710027,0.03672316384180791,-0.03401313674153691
Rural - Independencia,Partido Colorado,Florida,61,63,369,354,-2,422.0,0.16531165311653118,0.17796610169491525,-0.012654448578384075
Rural - Independencia,Partido Frente Amplio,Florida,153,156,369,354,-3,422.0,0.4146341463414634,0.4406779661016949,-0.026043819760231512
Rural - Independencia,Partido Independiente,Florida,1,3,369,354,-2,422.0,0.0027100271002710027,0.00847457627118644,-0.005764549170915438
Rural - Independencia,Partido Nacional,Florida,147,114,369,354,33,422.0,0.3983739837398374,0.3220338983050847,0.07634008543475268
Rural - Independencia,Partido VA/IS (G.Salle),Florida,5,4,369,354,1,422.0,0.013550135501355014,0.011299435028248588,0.002250700473106427
Rural - India Muerta,Partido Asamblea Popular,Rocha,2,2,34,38,0,41.0,0.058823529411764705,0.05263157894736842,0.006191950464396287
Rural - India Muerta,Partido Cabildo Abierto,Rocha,1,9,34,38,-8,41.0,0.029411764705882353,0.23684210526315788,-0.20743034055727552
Rural - India Muerta,Partido Colorado,Rocha,3,2,34,38,1,41.0,0.08823529411764706,0.05263157894736842,0.035603715170278646
Rural - India Muerta,Partido Frente Amplio,Rocha,5,5,34,38,0,41.0,0.14705882352941177,0.13157894736842105,0.015479876160990724
Rural - India Muerta,Partido Nacional,Rocha,23,20,34,38,3,41.0,0.6764705882352942,0.5263157894736842,0.15015479876160998
Rural - Isla Patrulla,Partido Cabildo Abierto,Treinta y Tres,2,72,179,206,-70,275.0,0.0111731843575419,0.34951456310679613,-0.33834137874925424
Rural - Isla Patrulla,Partido Colorado,Treinta y Tres,37,15,179,206,22,275.0,0.20670391061452514,0.07281553398058252,0.13388837663394262
Rural - Isla Patrulla,Partido Frente Amplio,Treinta y Tres,34,24,179,206,10,275.0,0.18994413407821228,0.11650485436893204,0.07343927970928024
Rural - Isla Patrulla,Partido Nacional,Treinta y Tres,99,93,179,206,6,275.0,0.553072625698324,0.45145631067961167,0.10161631501871238
Rural - Isla Patrulla,Partido VA/IS (G.Salle),Treinta y Tres,7,2,179,206,5,275.0,0.03910614525139665,0.009708737864077669,0.02939740738731898
Rural - Javier De Viana,Partido Cabildo Abierto,Artigas,9,48,200,249,-39,364.0,0.045,0.1927710843373494,-0.14777108433734942
Rural - Javier De Viana,Partido Colorado,Artigas,44,19,200,249,25,364.0,0.22,0.07630522088353414,0.14369477911646586
Rural - Javier De Viana,Partido Frente Amplio,Artigas,39,38,200,249,1,364.0,0.195,0.15261044176706828,0.04238955823293172
Rural - Javier De Viana,Partido Nacional,Artigas,108,144,200,249,-36,364.0,0.54,0.5783132530120482,-0.03831325301204813
Rural - Jose Enrique Rodó,PERI,Soriano,1,3,56,57,-2,67.0,0.017857142857142856,0.05263157894736842,-0.03477443609022556
Rural - Jose Enrique Rodó,Partido Colorado,Soriano,9,6,56,57,3,67.0,0.16071428571428573,0.10526315789473684,0.05545112781954889
Rural - Jose Enrique Rodó,Partido Frente Amplio,Soriano,12,11,56,57,1,67.0,0.21428571428571427,0.19298245614035087,0.021303258145363407
Rural - Jose Enrique Rodó,Partido Nacional,Soriano,34,37,56,57,-3,67.0,0.6071428571428571,0.6491228070175439,-0.041979949874686784
